Table S1 Complied composational data for zircons from barren and fertile rocks from the lithature.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATION,LOCATION,LATITUDE (MIN.),LONGITUDE (MIN.),ROCK NAME,AGE(MA),Cu_tonnage_Mt,Comment,Feature,Ti,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,U,Th
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2563,,Barren,0,5.962003158,26.15532004,109.1525322,13.14434042,66.85690231,20.32143329,2.845843022,37.31585112,9.908190966,115.1885049,41.87497464,194.2228341,43.8453603,490.6317083,78.40447982,1313.355118,9331.85427,351.7973257,199.668721
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2581,,Barren,0,82.97055027,0.581506848,34.334052,0.670790044,6.7103619,6.45561484,2.198078214,30.54692106,9.099333449,105.4604634,37.82054583,175.2169756,38.92254475,433.8832267,69.0768897,1211.052525,8728.552059,230.818379,156.6583951
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2650,,Barren,0,7.369851285,0.689902846,27.69797095,0.303939098,2.94487838,2.740148257,0.784984432,15.826653,5.219845353,71.07861878,27.96592322,143.1426783,34.36943584,396.6118901,64.3766729,912.227462,9918.118074,333.7574745,134.7951481
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2248,,Barren,0,30.72984221,0.562498737,28.907229,0.317181066,3.701923979,4.92407291,1.069907584,23.36149084,9.013786413,120.3018725,45.34234852,217.8270067,49.69892988,544.5872766,81.6766588,1406.587925,10206.87203,753.5080988,319.1448755
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2152,,Barren,0,9.135632541,0.365479197,17.07397011,0.225588056,1.869350705,2.467054954,0.732086043,13.96457659,5.317571408,75.69467458,30.41184841,150.1393527,34.87210307,393.3586927,61.65129617,944.0592881,10195.81749,581.3854659,153.0554378
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2610,,Barren,0,13.0894581,0.979429879,26.58662012,0.383864127,5.690184078,4.118073842,0.901409186,17.73198306,5.220841755,67.82348139,25.91030741,129.3219225,30.01226697,352.1260839,60.0286204,832.072257,9921.473618,277.5582058,121.8216318
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2418,,Barren,0,10.83814718,18.4295764,83.51197605,7.407478182,36.29631841,11.50014025,2.318895452,26.90699858,7.408043537,92.22424971,35.50501653,172.1572768,39.24642913,444.3265965,74.45898756,1120.915753,9964.243949,410.4117799,238.8078112
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2141,,Barren,0,7.253852046,0.0124,15.59878232,0.0335,0.440992854,1.452571974,0.274113238,8.4101451,3.123192322,42.39580605,16.72628206,80.32796466,19.70885919,230.9169538,37.80384553,532.3247176,11471.48821,436.0512304,106.5210604
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2659,,Barren,0,6.73757438,0.615635011,33.62977916,0.221520254,3.170711438,3.593779605,1.050060686,16.92955166,5.874583902,77.93900374,29.77918852,143.5507918,34.88738721,409.6889059,64.96582807,937.3002204,9615.334017,330.7463762,182.7417335
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,GNEISS,2642,,Barren,0,3.116990042,0.166060716,21.69552003,0.0917,1.277241271,2.658421216,0.891156795,12.47638302,4.545943354,59.05812583,23.53301785,114.5250333,27.91377607,324.4930069,53.37244127,751.4882014,9814.047116,255.4010135,137.838755
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2462,,Barren,0,6.547611883,0.0967,25.04812825,0.072737867,0.368083923,0.965453018,0.375089588,8.394796271,2.517461067,31.61434741,11.37763543,51.54679251,12.21335848,140.2227107,19.98147284,355.2354586,9709.82307,169.8777765,87.80233471
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2527,,Barren,0,2.781649337,0.0538,24.55947733,0.164798504,2.627703302,2.306253421,1.945365936,10.43525317,3.803656497,48.38237005,18.48617515,91.1932224,22.10182772,264.0157228,39.24468689,612.4161523,7310.902314,289.1651664,162.1566995
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2667,,Barren,0,6.465771457,5.319050546,42.05638891,1.328741313,6.676986611,2.946767611,0.887799493,11.48185499,3.286333944,42.47596006,15.10572374,70.58983861,16.2586557,197.290063,25.93272685,470.8863828,8167.698504,324.5784045,193.8394262
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2637,,Barren,0,6.441706918,0.12479304,23.08517537,0.0579,1.078717164,1.40474956,0.198078909,6.07161081,2.252371294,28.08128008,9.573946418,45.47476375,10.31145304,117.3420609,16.34720762,300.3955078,8522.111129,81.20993661,45.77283269
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2402,,Barren,0,4.623806579,0.449617567,27.7334806,0.256485312,2.086317609,2.225712008,0.830713077,10.1041525,3.296358227,44.38859394,16.5250664,79.47287084,19.12579865,229.5285583,32.75266328,536.5397289,8679.896012,488.5581328,241.7703934
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2718,,Barren,0,13.51838655,0.0406,29.58825919,0.497546914,5.873019255,7.227708227,6.98880316,29.38539288,8.436489086,96.5375141,32.9627045,147.277288,32.30593499,352.0830648,52.64085646,1047.563521,7596.449677,238.2065516,222.4463655
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2567,,Barren,0,5.782321255,0.0278,19.39786927,0.0734,0.524818404,1.117986995,0.297953098,6.648771913,2.316905649,27.98077399,10.28514695,47.30206528,10.8760578,127.9323654,18.27344199,323.752508,8174.49777,109.9172933,54.10089218
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2121,,Barren,0,6.204564009,0.213368052,24.17478661,0.18556119,4.131158377,2.310947224,1.44183498,12.57543947,3.968618166,51.70417958,19.35688452,94.98505249,23.23037491,273.7428358,41.63757876,642.992493,9082.740233,694.8237787,367.899327
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2062,,Barren,0,5.007373315,1.861831849,27.91741397,0.965001496,3.927911272,2.435066858,2.019762698,10.21506195,3.280829018,41.90176137,15.92473931,79.07299444,20.15815235,243.6093293,34.97605812,517.998772,11459.03796,742.1950917,135.1017561
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2690,,Barren,0,7.386031231,0.0673,37.35970597,0.564489613,8.072362127,12.10246286,4.117717162,42.70633741,11.79667225,131.4489082,41.86458046,179.440672,38.42635808,413.9181127,55.96998587,1297.281657,7139.157149,273.8579015,270.2170929
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2480,,Barren,0,3.821085652,1.92992922,31.13665214,0.738311809,3.163899637,2.437657486,1.293659732,11.03969686,3.706826861,48.59537625,18.35331553,92.89862768,22.46504523,269.1995543,40.04568228,610.8722856,8984.972654,464.7564564,237.0479246
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2360,,Barren,0,6.205393172,0.418411952,26.5314607,0.829779622,6.586065909,2.39543062,2.953618022,11.75666858,4.042448412,53.82241311,19.88915237,96.09929762,23.44629972,287.6129173,40.61703728,637.4625016,8083.952566,464.0058744,199.1953528
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2451,,Barren,0,5.425913999,0.0427,21.3582658,0.071,0.970183665,1.113304043,0.0634,7.792550991,2.441113249,31.3347887,11.00309615,52.45563828,11.8988636,142.6214917,19.98321428,357.2974743,8719.251953,108.2862241,59.1796136
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2045,,Barren,0,18.51482809,8.199885235,92.09202996,9.388133463,59.59136664,22.58352863,149.8358068,42.70882833,10.93813263,119.1565162,37.69205979,168.5497716,38.59952964,464.4772172,61.07571838,1347.962961,7135.692182,1013.640861,529.1034469
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2087,,Barren,0,20.28384653,2.543825181,86.64367544,1.555542188,11.58188327,11.07688398,8.907022504,36.61608515,11.16703249,123.7477779,42.13655524,179.0944655,39.18530475,427.3852277,54.34350471,1251.558523,6775.141695,434.4416802,463.0230583
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,1995,,Barren,0,4.221881084,0.912416275,31.96392212,0.764080281,5.385896587,2.894853194,14.72083562,9.929569985,2.845857344,34.19294211,11.82077124,55.40991751,12.53903912,151.4247168,20.05396118,391.8372439,8439.947609,138.9958593,38.31548029
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2467,,Barren,0,5.668510232,0.0371,26.20954825,0.0582,0.758899907,1.651468064,0.085,6.766347127,2.453829519,30.95620058,10.97338454,50.4197455,11.73059216,139.5950499,18.93976293,346.870676,8856.544515,150.4017254,75.73650053
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2482,,Barren,0,2.304216874,0.045068674,20.2005004,0.0407,1.001055766,1.534059193,0.316550604,6.96119981,2.333396942,28.29755906,10.37535171,48.04791275,10.74913184,134.2669817,19.0506654,334.4127072,8778.736755,105.127016,56.89914972
[22279] ZHOU GUANGYAN (2018),YANGTZE BLOCK / YANGTZE BLOCK_SOUTHERN SEGMENT / BIKOU GROUP / YUDONGZI COMPLEX,31,106,LEUCOGRANITE,2461,,Barren,0,7.841152704,0.076,22.0828879,0.0849,1.132169168,1.381879502,0.337388305,7.514679499,2.227336495,30.28862643,10.75453748,50.17956924,11.50381916,140.2519244,20.0234586,346.4539361,8732.292286,112.8710551,59.03699661
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,136,,Barren,0,4.24,0.053,20.9,0.113,1.17,4.46,0.32,43.4,19.1,265,106,507,106,1051,186,3203,12890,1846,1570
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,127,,Barren,0,0.28,0.025,17.1,0.097,1.22,5.2,0.4,45.3,18.9,256,101.4,476,98.4,971,169,3047,13192,1225,1115
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,132,,Barren,0,2.45,0.038,20.8,0.11,1.52,7.55,0.25,64.6,25.6,353,137,650,134,1303,225,4195,14450,2125,1851
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,132,,Barren,0,1.31,0.19,18.5,0.096,1.88,6.26,0.72,44.9,18.1,245,95.8,442,91.1,894,158,2874,11492,887,906
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,134,,Barren,0,2.59,0.01,16.8,0.05,1.68,4.23,0.76,37.3,14.9,200,79.1,362,74.6,724,127,2370,11730,888,912
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,133,,Barren,0,1.36,0.056,16.9,0.09,1.11,5.95,0.1,46.2,20.5,285,113,539,112,1110,194,3398,14213,1465,991
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,127,,Barren,0,3.08,0.08,16.4,0.08,1.34,5.34,0.26,47.6,19.1,269,106,502,103,1017,178,3169,12978,1470,1228
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,132,,Barren,0,5.33,0.078,20.5,0.12,1.83,7.08,0.36,56.8,24.2,325,130,601,123,1217,210,3850,13798,1829,1676
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,130,,Barren,0,1.3,0.14,14.9,0.14,2.43,7.22,0.68,49.8,18.5,241,94.4,435,89.4,885,155,2788,11862,710,643
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,136,,Barren,0,5.25,0.26,37.4,0.49,7.29,15.6,2,90,31,374,136,590,116,1106,188,3958,10379,853,1493
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,127,,Barren,0,3.55,0.069,40.9,0.17,3.55,10.1,1.21,70.7,25.3,317,119,527,106,1022,177,3475,10589,1101,1638
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,126,,Barren,0,3.5,0.1,24.3,0.082,2.31,8.46,0.22,70.7,29.6,409,161,743,154,1494,260,4818,14447,2429,2268
[22370] ZHANG QIWEI (2018),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / YUNNAN PROVINCE / TENGCHONG BLOCK,25,98.5,GRANITE,134,,Barren,0,3.05,0.058,29.7,0.27,4.62,11,1.33,68.2,24.3,306,116,514,103,1004,173,3394,11163,869,1114
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3584,,Barren,0,30,16.6,56,7.8,44,16.9,1.06,30,7.34,79.2,29.76,145.8,31.3,304,65.1,1031,8720,239,54
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3748,,Barren,0,8.8,3.6,23.6,3.4,27,18.6,2.5,46,12.3,135,42.7,172,31.8,269,47.6,1490,10940,324,100
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3687,,Barren,0,15.8,0.066,7.23,0.054,0.835,1.85,0.369,12.05,4.54,57.8,23.56,119.3,26.17,258.2,54.6,801,9160,176,56
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3839,,Barren,0,4.9,1.11,11.23,1.06,9,6.12,0.466,14,3.36,38.1,15.2,80.1,18.51,189.8,44.1,497,11270,257,46
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3931,,Barren,0,26.2,7.89,29.6,4.91,29.8,16,1.158,27.6,5.74,62.8,25.64,138.9,33.33,362,81.4,910,12760,283,65.3
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3478,,Barren,0,3.2,2.13,14.1,2.49,21.8,15,0.74,24.4,4.27,40,14.62,76.3,17.8,181.4,37.44,523,10310,326,5.8
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3539,,Barren,0,3.81,2.06,13.1,1.7,12.6,7.5,0.42,12.1,2.68,34.2,15.77,90,22.39,236,51.2,572,11150,943,6.4
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3856,,Barren,0,6.7,1.38,17.4,1.58,13.2,12.22,1.18,37.7,10.8,126,48,233,48.9,466,95.7,1560,9220,298,106.3
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3611,,Barren,0,5.17,7.8,41.1,5.6,40.1,22.5,1.22,34.3,5.89,51.5,18.43,93.6,21.76,229.7,52.3,645,11150,327.1,39.4
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3568,,Barren,0,7.2,0.435,14.07,0.52,4.48,4.55,0.466,17.1,5.79,74.7,30.7,157.2,34.7,344,73.3,1082,10860,221,141.9
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3644,,Barren,0,12.8,26.1,90.4,11.5,54.4,16.6,2.67,37.7,9.31,89.4,26.8,98.9,16.31,126.2,21,894,7610,188.9,66.1
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3836,,Barren,0,3.13,1.19,13.91,1.34,11.34,9.1,0.612,21,5.14,57.6,22.6,115.7,25.9,257,55,780,9750,227,60.6
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,2764,,Barren,0,2.68,1,8,0.97,6,4.5,0.364,10.1,2.86,34,13.81,72.3,16.22,160.7,33.7,465,10940,876,40.1
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3683,,Barren,0,8.39,21.9,85,11.2,60,24.8,1.46,50.4,13.03,147.2,56.4,269,56.7,536,109.9,1839,9270,150.4,152
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3691,,Barren,0,6.5,0.32,9.88,0.265,2.21,2.7,0.358,12.81,4.7,64.4,27.7,147,34.4,351,77.7,954,9700,217.6,54.9
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3800,,Barren,0,4.68,5.1,28.9,2.92,18.4,10.7,0.588,28.4,8.59,104.4,41.9,202.1,43.5,409,83.6,1369,10790,109.1,162.5
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3746,,Barren,0,9.22,4.43,46.3,5.2,38,28.1,4.05,81.3,22.5,227,69.8,271,47.9,388,66.2,2340,11420,336,125
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3945,,Barren,0,53,10.3,34.3,3.77,23.6,13.3,0.825,25.6,5.79,63.3,25.6,136.6,32.2,342,77.6,891,11120,287,63.1
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3613,,Barren,0,10.92,184,299,25.6,82.7,14.78,2.26,26.9,7.4,87,34.4,168,36.8,358,74.6,1110,9840,304,71
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3575,,Barren,0,3.48,0.196,7.03,0.31,2.21,2.79,0.336,11.39,3.87,48.3,19.33,99.8,22,215.4,46.7,685,9980,510,33.1
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3449,,Barren,0,2.6,0.394,8.2,0.581,5.2,4.83,0.379,12.5,3.35,39.4,16.01,84.8,19.9,209,47.6,577,9740,100,27.3
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3799,,Barren,0,3.99,7.41,17.6,3.12,23.9,17.3,1.27,32.5,6.16,57.3,20.3,95.6,20.59,202.9,43.14,670,10050,124.6,29.5
[22582] VEZINET A. (2018),NORTH ATLANTIC CRATON_ARCHEAN / SAGLEK BLOCK / SAGLEK-HEBRON GNEISS COMPLEX / UIVAK GREY GNEISS COMPLEX,58.323307,-62.626201,NOT GIVEN,3688,,Barren,0,6.03,10.16,33.6,5.64,35.5,20.1,1.106,33.9,6.73,66,24.9,126,28.6,295,65.4,853,11740,225,55.8
[22660] WANG SONGJIE (2019),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA -  MESOZOIC / SHANDONG PROVINCE,37,118,ANDESITE,117,,Barren,0,19,7.01,63.66,5.79,24.67,12.88,3.01,34.22,11.15,135.33,52.14,232.28,54.14,473.62,98.04,1612,10568,152,265
[22660] WANG SONGJIE (2019),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA -  MESOZOIC / SHANDONG PROVINCE,37,118,ANDESITE,118,,Barren,0,4,0.03,32.61,0.41,5.48,12.3,2.47,40.11,13.79,174.08,66.92,294.78,66.46,604.95,125.25,1981,11184,220,358
[22660] WANG SONGJIE (2019),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA -  MESOZOIC / SHANDONG PROVINCE,37,118,ANDESITE,121,,Barren,0,16,0.27,94.98,0.64,6.45,10.66,3.21,39.77,13.11,175.3,69.57,321.17,72.51,657.13,131.58,2135,10321,234,450
[22660] WANG SONGJIE (2019),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA -  MESOZOIC / SHANDONG PROVINCE,37,118,ANDESITE,115,,Barren,0,5,0.19,57.31,0.48,8.76,13.16,3.44,45.7,15.32,196.15,75.37,343.56,79.54,739.73,153.66,2282,11951,434,813
[22660] WANG SONGJIE (2019),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA -  MESOZOIC / SHANDONG PROVINCE,37,118,ANDESITE,114,,Barren,0,7,0.13,48.14,0.41,2.4,4.63,1.68,28.05,9.18,118.9,46.94,226.24,52.99,529.6,115.63,1518,11584,342,596
